Movie Name,Movie Description,Movie Age Rate,Movie Duration,Movie Genres,Movie Directors,Movie Stars,Movie Rate
Baahubali 2: The Conclusion,"
Amarendra Baahubali, the heir apparent to the throne of Mahishmati, finds his life and relationships endangered as his adoptive brother Bhallaladeva conspires to claim the throne.",Not Rated,167 min,"Action, Drama",S.S. Rajamouli,"Prabhas, 
Rana Daggubati, 
Anushka Shetty, 
Tamannaah Bhatia",8.2
Sherlock Jr.,"
A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Passed,45 min,"Action, Comedy, Romance",Buster Keaton,"Buster Keaton, 
Kathryn McGuire, 
Joe Keaton, 
Erwin Connelly",8.2
The Red Circle,"
After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",Not Rated,140 min,"Crime, Drama, Thriller",Jean-Pierre Melville,"Alain Delon, 
Bourvil, 
Gian Maria Volontè, 
Yves Montand",7.9
I Remember,"
A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.",R,123 min,"Comedy, Drama",Federico Fellini,"Magali Noël, 
Bruno Zanin, 
Pupella Maggio, 
Armando Brancia",7.9
L'Avventura,"
A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",Not Rated,144 min,"Drama, Mystery, Romance",Michelangelo Antonioni,"Gabriele Ferzetti, 
Monica Vitti, 
Lea Massari, 
Dominique Blanchar",7.8
"4 Months, 3 Weeks and 2 Days","
A woman assists her friend in arranging an illegal abortion in 1980s Romania.",Not Rated,113 min,Drama,Cristian Mungiu,"Anamaria Marinca, 
Laura Vasiliu, 
Vlad Ivanov, 
Alexandru Potocean",7.9
Tokyo Godfathers,"
On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",PG-13,92 min,"Animation, Adventure, Comedy",Satoshi Kon,"Tôru Emori, 
Yoshiaki Umegaki, 
Aya Okamoto, 
Shôzô Îzuka",7.8
Wolf Children,"
After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",PG,117 min,"Animation, Drama, Family",Mamoru Hosoda,"Aoi Miyazaki, 
Takao Osawa, 
Haru Kuroki, 
Yukito Nishii",8.1
Dil Chahta Hai,"
Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",Not Rated,183 min,"Comedy, Drama, Romance",Farhan Akhtar,"Aamir Khan, 
Saif Ali Khan, 
Akshaye Khanna, 
Preity G Zinta",8.1
Kind Hearts and Coronets,"
A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.",Not Rated,106 min,"Comedy, Crime",Robert Hamer,"Dennis Price, 
Alec Guinness, 
Valerie Hobson, 
Joan Greenwood",8.0
Autumn Sonata,"
A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",PG,99 min,"Drama, Music",Ingmar Bergman,"Ingrid Bergman, 
Liv Ullmann, 
Lena Nyman, 
Halvar Björk",8.1
Millennium Actress,"
A TV interviewer and his cameraman meet a former actress and travel through her memories and career.",PG,87 min,"Animation, Drama, Fantasy",Satoshi Kon,"Miyoko Shôji, 
Shôzô Îzuka, 
Mami Koyama, 
Fumiko Orikasa",7.8
"Black Cat, White Cat","
Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.",R,127 min,"Comedy, Crime, Romance",Emir Kusturica,"Bajram Severdzan, 
Srdjan 'Zika' Todorovic, 
Branka Katic, 
Florijan Ajdini",8.0
Ivan's Childhood,"
During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines.",Not Rated,95 min,"Drama, War","Andrei Tarkovsky, 
Eduard Abalov","Nikolay Burlyaev, 
Valentin Zubkov, 
Evgeniy Zharikov, 
Stepan Krylov",8.0
Once Upon a Time in Anatolia,"
A group of men set out in search of a dead body in the Anatolian steppes.",Not Rated,157 min,"Crime, Drama, Thriller",Nuri Bilge Ceylan,"Muhammet Uzuner, 
Yilmaz Erdogan, 
Taner Birsel, 
Ahmet Mümtaz Taylan",7.8
No Man's Land,"
Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",R,98 min,"Comedy, Drama, War",Danis Tanovic,"Branko Djuric, 
Rene Bitorajac, 
Filip Sovagovic, 
Georges Siatidis",7.9
Cries & Whispers,"
When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",R,91 min,Drama,Ingmar Bergman,"Harriet Andersson, 
Liv Ullmann, 
Kari Sylwan, 
Ingrid Thulin",8.0
Barfi!,"
Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.",Not Rated,151 min,"Comedy, Drama, Romance",Anurag Basu,"Ranbir Kapoor, 
Priyanka Chopra Jonas, 
Ileana D'Cruz, 
Saurabh Shukla",8.1
The Way He Looks,"
Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel.",Not Rated,96 min,"Drama, Romance",Daniel Ribeiro,"Ghilherme Lobo, 
Fabio Audi, 
Tess Amorim, 
Lúcia Romano",7.9
"Goodbye, Children","
A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.",PG,104 min,"Drama, War",Louis Malle,"Gaspard Manesse, 
Raphael Fejtö, 
Francine Racette, 
Stanislas Carré de Malberg",8.0
White Heat,"
A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.",Not Rated,114 min,"Action, Crime, Drama",Raoul Walsh,"James Cagney, 
Virginia Mayo, 
Edmond O'Brien, 
Margaret Wycherly",8.1
"Like Father, Like Son","
Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.",Not Rated,121 min,Drama,Hirokazu Koreeda,"Masaharu Fukuyama, 
Machiko Ono, 
Yôko Maki, 
Lily Franky",7.8
La strada,"
A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",Not Rated,108 min,Drama,Federico Fellini,"Anthony Quinn, 
Giulietta Masina, 
Richard Basehart, 
Aldo Silvani",8.0
The Postman,"
A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",PG,108 min,"Biography, Comedy, Drama","Michael Radford, 
Massimo Troisi","Massimo Troisi, 
Philippe Noiret, 
Maria Grazia Cucinotta, 
Renato Scarpa",7.8
A Wednesday,"
A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.",Not Rated,104 min,"Action, Crime, Drama",Neeraj Pandey,"Anupam Kher, 
Naseeruddin Shah, 
Veerendra Saxena, 
Mahesh Kanual",8.1
Throne of Blood,"
A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",Not Rated,110 min,Drama,Akira Kurosawa,"Toshirô Mifune, 
Minoru Chiaki, 
Isuzu Yamada, 
Takashi Shimura",8.1
Miracle on 34th Street,"
After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",Not Rated,96 min,"Comedy, Drama, Family",George Seaton,"Edmund Gwenn, 
Maureen O'Hara, 
John Payne, 
Gene Lockhart",7.9
Hiroshima Mon Amour,"
A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.",Not Rated,90 min,"Drama, Romance",Alain Resnais,"Emmanuelle Riva, 
Eiji Okada, 
Stella Dassas, 
Pierre Barbaud",7.9
The Girl Who Leapt Through Time,"
A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",TV-PG,98 min,"Animation, Adventure, Comedy",Mamoru Hosoda,"Riisa Naka, 
Takuya Ishida, 
Mitsutaka Itakura, 
Ayami Kakiuchi",7.7
Cell 211,"
The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",18+,113 min,"Action, Crime, Drama",Daniel Monzón,"Luis Tosar, 
Alberto Ammann, 
Antonio Resines, 
Manuel Morón",7.6
Gully Boy,"
A coming-of-age story based on the lives of street rappers in Mumbai.",Not Rated,154 min,"Drama, Music, Romance",Zoya Akhtar,"Ranveer Singh, 
Alia Bhatt, 
Siddhant Chaturvedi, 
Vijay Raaz",7.9
My Life as a Zucchini,"
After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.",PG-13,70 min,"Animation, Comedy, Drama",Claude Barras,"Gaspard Schlatter, 
Sixtine Murat, 
Paulin Jaccoud, 
Michel Vuillermoz",7.8
The Wild Pear Tree,"
An unpublished writer returns to his hometown after graduating, where he seeks sponsors to publish his book while dealing with his father's deteriorating indulgence into gambling.",7+,188 min,Drama,Nuri Bilge Ceylan,"Dogu Demirkol, 
Murat Cemcir, 
Bennu Yildirimlar, 
Hazar Ergüçlü",8.0
The Exterminating Angel,"
The guests at an upper-class dinner party find themselves unable to leave.",Not Rated,95 min,"Drama, Fantasy",Luis Buñuel,"Silvia Pinal, 
Jacqueline Andere, 
Enrique Rambal, 
José Baviera",8.0
Ace in the Hole,"
A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",Approved,111 min,"Drama, Film-Noir",Billy Wilder,"Kirk Douglas, 
Jan Sterling, 
Robert Arthur, 
Porter Hall",8.1
Munna Bhai M.B.B.S.,"
A gangster sets out to fulfill his father's dream of becoming a doctor.",Not Rated,156 min,"Comedy, Drama",Rajkumar Hirani,"Sanjay Dutt, 
Arshad Warsi, 
Gracy Singh, 
Boman Irani",8.1
Kahaani,"
A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Not Rated,122 min,"Mystery, Thriller",Sujoy Ghosh,"Vidya Balan, 
Parambrata Chattopadhyay, 
Indraneil Sengupta, 
Nawazuddin Siddiqui",8.1
You Can't Take It with You,"
The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development.",Passed,126 min,"Comedy, Drama, Romance",Frank Capra,"Jean Arthur, 
James Stewart, 
Lionel Barrymore, 
Edward Arnold",7.8
The Gold Rush,"
A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",Passed,95 min,"Adventure, Comedy, Drama",Charles Chaplin,"Charles Chaplin, 
Mack Swain, 
Tom Murray, 
Henry Bergman",8.1
The Discreet Charm of the Bourgeoisie,"
A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",PG,102 min,Comedy,Luis Buñuel,"Fernando Rey, 
Delphine Seyrig, 
Paul Frankeur, 
Bulle Ogier",7.8
Nights of Cabiria,"
A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.",Not Rated,110 min,Drama,Federico Fellini,"Giulietta Masina, 
François Périer, 
Franca Marzi, 
Dorian Gray",8.1
In America,"
A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.",PG-13,105 min,Drama,Jim Sheridan,"Paddy Considine, 
Samantha Morton, 
Djimon Hounsou, 
Sarah Bolger",7.7
The Shop Around the Corner,"
Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",Not Rated,99 min,"Comedy, Drama, Romance",Ernst Lubitsch,"Margaret Sullavan, 
James Stewart, 
Frank Morgan, 
Joseph Schildkraut",8.0
Love and Death,"
In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",PG,85 min,"Comedy, War",Woody Allen,"Woody Allen, 
Diane Keaton, 
Georges Adet, 
Frank Adu",7.7
Battleship Potemkin,"
In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Not Rated,66 min,"Drama, History, Thriller",Sergei Eisenstein,"Aleksandr Antonov, 
Vladimir Barskiy, 
Grigoriy Aleksandrov, 
Ivan Bobrov",7.9
Raise the Red Lantern,"
A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",PG,125 min,"Drama, Romance",Yimou Zhang,"Gong Li, 
Jingwu Ma, 
Saifei He, 
Cuifen Cao",8.1
After the Wedding,"
A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",R,120 min,Drama,Susanne Bier,"Mads Mikkelsen, 
Sidse Babett Knudsen, 
Rolf Lassgård, 
Neeral Mulchandani",7.7
The Lost Weekend,"
The desperate life of a chronic alcoholic is followed through a four-day drinking bout.",Passed,101 min,"Drama, Film-Noir",Billy Wilder,"Ray Milland, 
Jane Wyman, 
Phillip Terry, 
Howard Da Silva",7.9
Nine Queens,"
Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",R,114 min,"Crime, Drama, Thriller",Fabián Bielinsky,"Ricardo Darín, 
Gastón Pauls, 
Graciela Tenenbaum, 
María Mercedes Villagra",7.9
Rang De Basanti,"
The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Not Rated,167 min,"Comedy, Crime, Drama",Rakeysh Omprakash Mehra,"Aamir Khan, 
Soha Ali Khan, 
Siddharth, 
Sharman Joshi",8.1
Dersu Uzala,"
The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.",G,142 min,"Adventure, Biography, Drama",Akira Kurosawa,"Maksim Munzuk, 
Yuriy Solomin, 
Mikhail Bychkov, 
Vladimir Khrulyov",8.2
Elevator to the Gallows,"
A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Not Rated,91 min,"Crime, Drama, Thriller",Louis Malle,"Jeanne Moreau, 
Maurice Ronet, 
Georges Poujouly, 
Yori Bertin",7.9
Hera Pheri,"
Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Not Rated,156 min,"Action, Comedy, Crime",Priyadarshan,"Akshay Kumar, 
Suniel Shetty, 
Paresh Rawal, 
Tabu",8.1
My Father and My Son,"
The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.",Not Rated,108 min,"Drama, Family",Çagan Irmak,"Çetin Tekindor, 
Fikret Kuskan, 
Hümeyra, 
Ege Tanman",8.2
